pred,true,score
bvkrrgfd,bvxergah,4
fxzonxum,fkzbnxur,5
eduovldl,eqhoitdt,3
iyeunlle,iyrhnlcw,4
gzsjumlb,gzsjunco,5
khiftpao,khistpnf,5
yraiwcqz,yeaijczm,4
afcmhppq,ajczucbd,2
qzvetvvp,dmvetivx,4
udwitpqm,hqjvgpqm,3
pjrrcbub,prjryovo,2
mjicknum,zwipgnsm,3
kggixxqi,ktgixxdv,5
ezmokgdp,ezzoxgdp,6
vparzadp,icnrmnqx,1
elhuzwtq,ryuudwsy,2
dzivkyqf,dmivgyzf,5
yvchhaxx,yvcuhnok,4
gbyfkgym,golskgye,4
pfqhobuz,pwddbouz,3
gjxsxilb,gexskipb,5
pawfllrz,pnwfyyre,4
vnldgkrq,inydtxnq,3
faorpbid,febeloei,1
vyubkjbp,iyubgjbk,5
kjqjtnvb,kwqjgawb,4
juosdddb,juosdqqo,5
vzajedhy,vzajrddl,5
bflvzvqi,bsliqidi,3
yloanbga,lloaaoge,4
fhrucggp,sueupgkp,3
qnuofbua,qnhofois,4
udsfjxwc,udfsjfwg,4
gwaucllr,gwnhlllj,4
kfzrongz,xfzeoaye,3
ivqgsehk,ivqgsewt,6
sblsiesc,sblfiesc,7
uygrnggi,hygeagti,4
lchyxwcx,yculkjox,2
dwmppjiv,dizppjvi,4
klhjevuz,xlhwrvgz,4
eueenglr,rheragyj,2
gxzxvhgb,tkzxvugf,4
ucjoakqq,upjbnkmh,3
bxcmpklp,okcmpkyp,5
ircukvvp,vrphkvip,4
afgpwhcq,afgpjhch,6
wuzzvukz,whmmvuoe,3
fqbeztlo,fdbzztpf,4
azxmlxgz,nzxzykgv,3
lcjswltb,ycjfvtko,2
elzacegc,rymacrkx,2
zwhepbxq,zjhmpbkl,4
yfubxnuq,lsubxaid,3
offmgpme,ofsmtcaw,3
scmeusdo,symehfdo,5
wydukkim,jldhkkjm,4
hqzibybc,uqmvogop,1
knhomghd,xahoztqu,2
bftoopya,bfgoocqa,5
wgjaecee,juwnicrj,1
lsiektgq,ysvrkggd,3
bnionusq,bnvontfy,4
ggopiqto,ttocvdxs,1
vpjdekrm,ipwdikae,3
rnccsnqa,raccfnma,5
pphrrndr,plhernqj,4
slwvcucv,fljipvov,2
fffsbebq,ssfforov,1
gdlungsd,gqyhntfd,3
ppskwalb,ccfkjnyb,2
vndbknqa,inqbxamn,2
hrhwawvb,heujawwo,3
rgkdikhb,rtkdikds,5
drlpszdq,qelpgmqd,2
bcyifzhz,oclifriz,4
wxqaouta,wpqabuxf,4
kbyajcuc,kolnwpux,2
ashrzlvd,afurqyiu,2
mydrtnvm,mldegnre,3
grhcnkrb,teucakaf,2
asesvfhq,nsefvfuh,4
kemiflsq,kemvfyfl,4
vxclfbuu,ixpywbuv,3
hpwrcxgq,upweyxxu,3
ybnobxyl,lonobklt,3
zllahhuh,zllahvju,5
pkihecxb,pxvhvboo,2
aswoppgq,afjolpyu,3
gysjhnyq,tysjhayl,5
lnfdacga,lafqnctn,3
sdshevll,sqfuvvyx,2
qyrdrbqv,qleqroqi,3
dhhrztiq,dhhrqted,5
rodsewwm,eodsewwe,6
hkhgenud,hxhgeauu,5
uivleyqt,uivleydg,6
fcjhnyhp,scjuaydl,3
klomnmry,kyoznray,4
rsahzxlo,ewauzkcb,2
qmsoubmr,dzfbuoaj,1
wdmmjrrr,jqzzwjae,0
krptnmwm,kepgnewz,4
kgmuvxdw,khzhikdj,2
wgkscwlz,jtxsdwlu,3
fsfdfgbd,sfsqftbd,3
rrbaswlf,rroaswlf,7
gohmvgdr,tohmvgmw,5
ocoungeo,opbungeo,6
kxurtbiq,xkuegsid,2
pkdfzpqz,pkdfmpdr,5
zdoqtaop,mqbqtaby,3
uryllpue,helllchw,2
ddykykbq,ddlxykop,4
uodjlsww,hbqjlfjj,2
qfffozdq,dsfsbzqy,2
zcjluylo,mcwlhlpf,2
usicajga,ufvpnjkf,2
fehikkgq,seuitkxi,3
qomfzyid,dbmszlix,3
pjeolgvr,cerbygjw,1
akyssagm,axlssakz,4
rdcfcboc,rdpscobt,3
bziastuo,bziafgub,5
uaetszuc,uaegfmqp,3
qssawfun,qjsawsha,4
anrmyztc,anezyzkc,5
lljfzyta,llwfzyxn,5
azpkoibb,amcxovob,3
qkepmqhh,dtrcmqlh,3
qzekmyvc,dzekzlwx,3
dmfajcrz,dmfnwcnz,5
pkpluqgs,cxclumgs,4
giimacem,giimmcrz,5
gdlgfdwb,tdltfqjb,4
rkyzywab,rllzyjaf,4
bsekkbhb,ofrxxoqf,0
zdrubbge,zqeuoofe,3
xdqxhmrp,kqqxhmag,4
jjmggmee,wemtgmar,3
poerkuse,cbrrkufr,3
hbircslq,ubvedfcu,1
zigabgbq,migaqkoq,4
diavknoz,dinixabz,3
scmudxje,fdzhdxjj,3
avgojcgh,nvgowpkg,3
ypsjzzuz,ycsjmmiz,4
vppluepb,icpyuebb,4
zxsccugh,mxspyvgu,3
nsavoyyl,nsaixllt,3
wkhvdtei,wcuidtni,4
anafjxfz,naaswkbu,1
qjzaccgp,qjzacpkp,6
vywokkqp,ilwokxmp,4
yjjvhgye,ljjihtle,4
kcgpnhdl,xcgpnuql,5
qqjanlso,qqwnmtsf,3
dbdfkxub,qodfkkwf,3
yzsfuclq,lzffucyh,4
fliacbgh,syiaybku,3
fvcjkqid,fvpwxdix,3
ezkayuyo,rmknyuyk,4
avzosxgq,avmofkgq,5
biahntld,ovnungph,1
tquqecgc,gquqvbxu,3
blziihhs,blzvihhs,7
ovkvqqri,ovxvqdei,5
kzqvwnda,xzqiwaqa,4
wkzaiyun,jkzavyhn,5
waxmtrvq,wnxmgrvq,6
rgplndqi,etcymddi,2
flgophvy,flgbciel,3
goecsibe,toecsvoj,4
usnxcugr,hfnpchkr,3
utlgkqio,ugygxqvo,4
cygonuul,cytonfhg,4
bkhapbtq,bkuapokq,5
vnsuaovb,vnsunbvs,5
irakfwsc,iraksjfc,5
qyyokyuc,qllokytk,4
bhzizqdn,bumimdqn,3
mrobvegc,zroovegl,5
kzlohvha,xmlouiqn,2
rfgonvha,ejtbniyr,1
vsaarlib,isaarljs,5
fetopeud,fetoyrid,5
csbzjnqb,psozjazo,3
kajkaqlq,xnjknqpu,3
ggjjoxpq,thwjbkcu,1
vnmdqnva,inzqqawn,2
yygtwxgl,yltgwkgh,3
yiagcxgo,yintlkgs,3
yzdoedhv,lmdbequi,2
kbrjpbgp,koejlbtp,4
yytfwkyz,lltsjkyz,4
gabgcxbc,tabtckbl,4
lansvnhl,ymnsvait,3
zjfazhvz,mesndujz,1
bdbjuiyo,oqojuvps,2
zutvtnve,zhtvtavj,5
bwhibpfq,bwhiokfg,5
wcepamtv,wcepamxi,6
kyoffalr,kyossncw,3
mzjxcdgl,zzjkydtt,3
ppxfcqgz,cpkfcdth,3
mimekloz,mimegyom,5
zjyjcicr,zeywpvbv,2
kwitnwhm,kwvtnwym,6
yjioksdn,lrvbxsqo,1
vzfzcbxa,imsmpoof,0
vnugpjfc,vzutywsl,2
vpsoqjar,vpsbqjnw,5
mqjoelol,mqwbvyog,3
vsmopxmi,vsmblkni,4
bhisfysc,ohifjyoh,3
nojckyld,nbjcxyyv,4
rrcqbcwc,erpqbpjp,3
fvlozzvv,fvyodevi,4
gbhrdsuf,gourdshf,5
gipaciez,tvpayvae,2
ktaihxja,xtavhkjx,4
fypaohhv,flpabhhi,5
yptwcbhe,yptwcbhe,8
uzzazugp,hmzazhky,3
yghnlbgq,ltunyotk,1
ecklcqbl,rpxlcdot,2
pxlpxmip,cxypkmvt,3
rvdnwall,eidnwacl,5
zkgkohhh,mktxohwh,4
cthmjmep,cgumjrel,4
esjtnygd,ewjtmygv,5
mggkjwbc,mtgkjwog,5
kyhlzbyr,kyhlmoyj,5
dljcrsea,dywprsen,4
kjxfddie,kwkfdqiw,4
ezhzzxcd,rzhmzxoh,4
fseeckwl,sjreckwt,4
flsisqyq,slfvsqqq,4
wwylrbpo,wjylrbbs,5
wlfucytb,wysuclxb,4
wasbsgtp,wasoftxk,3
uwtekjia,hwtmxwvn,2
ixisavyd,ikvfniyy,2
rzzucbub,emmhpojb,1
rojhweyc,rowujryc,4
uogogpaq,uotbgpad,5
kcqlocyc,kpdyopdc,3
nsshfylq,nffusyld,3
uohpnqyr,ubhcazlw,2
vwvbrjwd,iwvoewfv,2
wnxfzmhz,jaksdzuu,0
uocnywgr,uocnlwtj,5
jcngequq,wpnteqiq,4
ulpszclz,uycfmcle,3
bqaojyrc,odnojcrp,3
wyatugtm,wlnghtki,1
qkucwxue,qkhcwxww,5
loqmveun,lbdzveia,3
kyyycylc,klyycypc,6
dobzcbxo,qoomlsbo,2
vnlsnaql,imyfnnzt,1
ipzqcpgz,vpzdypxe,3
paopzchd,pnopmcdu,4
hvggzdll,hvtgzdcx,5
auamflum,aunmflfm,6
qkuwtnij,qkhjtarj,4
reggvmuq,erttvmvq,3
kisgngif,kvftagvf,3
yblveqqe,yblvrzmj,4
eudibged,ehdibgeu,6
kplrozhe,kpyeomjw,3
gdktcxlr,tdktckpw,4
ccxrrhin,cpkrrhin,6
aoywywul,noywljsu,3
pbizesib,pbvmefwk,3
ybsibbqz,losvbbqr,4
rkojbxsz,rkbjoxfz,5
gtpinigp,tgciavkp,2
gijfzyll,giwfzylh,6
akjslqqe,nkwsldmw,3
kpilehuq,xdiyvhid,2
hhgwwbuc,uhgwwoqp,4
xuhvgvul,xuhvgwht,5
uzkgcbdl,hmktpomx,1
bsqalbtp,bfdnlokc,2
kdwmpawc,xqwmlnwc,4
kzstfcoc,xzstsonc,4
ppqnxmel,pcqnkeeg,4
bszhavdc,bjzhavqp,5
gwjfzxrn,gjjfmkaa,3
ydcqsbiy,ydcdsbiy,7
zcgofgun,mcgojsha,3
kplfudab,xcyfhdab,4
tzhewwxc,tzhrjwoc,5
znxolzdb,makblzqo,2
pffpzzwm,pfspzesm,5
llipqmhp,lyipqzdp,5
ryaxwsdr,rynxwsdr,7
kkyfkwvq,kxyskjih,3
mgpkvevd,mgpkvrix,5
yzicococ,lmicopol,4
qkawwpbb,qkajwpbo,6
ypappnit,ypnccaet,3
ezwyutyc,rzjlhtlx,2
aoednmrm,noednnaz,4
kgmjvxuq,ktmjvkux,5
glegjlgg,glrgjyft,4
ciibcsbb,pvibpsoo,3
atyhenfq,atyurafh,4
ifgdozgm,vftdoesz,3
ynoaxllr,labnxglw,2
bnhclxgd,onuclktt,3
zatrecdn,megrecmn,4
odqykkro,odqyxkas,5
hcusxngc,ucusknxx,4
llkpebrp,lykproap,4
wygqqslv,wygdqsyv,6
guzirvla,guzvriya,5
ggadmxup,ggaqdfhk,3
bmxajmgv,bmkajexj,4
atvqiqwl,ntidvqsg,2
ofhtqpin,bjutqpva,3
yvionqqi,livoaddi,2
braftrdp,beafgrqy,4
uosfscin,uofkfpva,2
kjalurea,kwnyuwae,2
sslcrwgv,sslprwtv,6
ytsryqtp,lgsryqkc,4
kuvmpeef,xuizleaf,3
vgjjcxga,itjwckta,3
brajksgd,orawxssi,3
romlziln,ebzymiyn,2
qqkieuxc,dqkvruol,3
ukjkknma,ucjkxaan,3
vntjvddn,iagridqn,2
ynceffue,lncrffww,4
drcjwzuc,drcwwmvp,4
fjimmbwl,fevmzojt,2
fvcmjoqc,svpziomk,2
godspbjq,godfpbrh,5
iniiahlc,iaivaucp,3
qkrpmelg,dxrcmrlt,3
gobxejgv,gobkrjti,4
pwhfwxun,pwusjfua,3
udgofgve,udtbsgwe,4
nsohbgii,nfoupgvi,4
wvaeeqyk,jiarrdpk,2
cafktkdc,czfxgxdd,3
qcmekrtb,qczrkjfo,3
saekzwla,szrkdwpf,3
viasnvbq,iinsavoi,3
auglzegu,augyzexg,5
jjqjqrdh,wrqedrzh,3
anznzclb,azznzcls,6
dfgtnhyz,qsttahlm,2
fnjvsnen,fajvsaea,5
hizjedbl,uimjedby,5
kradfidr,xraqsizj,3
yejmopqo,yewzopmf,4
ksyjyjlc,xjyjljck,3
fcccqgur,scccqtse,4
ktebaxxq,kgroakku,2
gkdhdpea,txdhqpre,3
dfgpqmii,dsgpdmev,4
dngtvega,qnttveta,5
mkgkvhdz,zttkvhdm,4
pxbohvlr,cxbbhwcj,3
euetcgle,ehrtlgcj,3
zfudbejw,zsudbrjw,6
wkzrsaad,wkzrkanu,5
qshfqgwn,qjusdgwa,3
frfajlez,sefawlrz,4
ksgbxewe,xwgbxrjw,3
iipgzqlz,viptzqxm,4
kxorgfro,kkoegfes,4
ouhpalve,buhpayrj,4
fvhwwxom,fihwwxov,6
rrfcyitb,resplvsb,2
qlvcxmll,dlicxrpg,3
gjjfxcuz,grjskcuj,4
vnizzkdr,imvmmkzj,1
ksokhpyq,kfochpld,4
kvkamwxa,xiknzjof,1
zoqoocyz,zbdobpkz,3
kgtnwalr,xttnwncj,3
bpqalsve,bcdalfjj,3
gdecscyp,tdecfclk,4
rjjqzngs,rewdmnks,3
dkbwnoem,qxojnbni,1
czmkuhqc,cmmxuhdc,5
wamftcdp,wazftcdl,6
bfwezsyz,ofjmzfcm,2
bzhjcegx,omhjyegx,5
kphvxvqq,xqhvxvmh,4
gffcchhz,twsccugz,3
asjvlvql,asjilvdg,5
ndaramhm,ndarname,4
baatglmi,onnttlni,3
zcqmneun,zcqznein,6
vxaiwzub,vxniwzuo,6
cckdrydn,cckdrlzn,6
gbombtqh,gbbzbgzu,3
mwdjfdqe,mjqjsdzj,3
hvbubifx,hvbhbvsg,4
pspjzdha,pfpwzdds,4
fggctqlz,sttpgdpz,1
dcdoucaa,qddoupan,4
iigguywc,iigguljp,5
gikkxsdi,gikkxsmv,6
sfruiewa,ffeuvrwr,3
komfiylz,kbzfvlcr,2
pofduzer,pbsdhezr,3
qfdhextc,qsqueksc,3
ylpjtmep,llcwgmek,3
kzdqhhdc,xmdduhmc,3
kpaszhta,xcaszuxn,3
wrsifjun,wesisjua,5
qsrwvwia,dfrwvjrs,3
yairocdl,lzvropdk,3
masgrmyc,znftemlk,1
gyikbghh,glvxothh,3
inhweyde,vnuwelqw,3
gdlddmve,gdyqdmie,5
akajhyzp,nkajuymk,4
fegfgkyz,segstkxm,3
hgofipip,utbsicep,2
dnpqeyvo,dncqelwk,4
tiwetbtp,tvwetbgp,6
fchdrxdy,scuqrkzy,3
fblmxeee,fblmxeer,7
bcuoggll,ophotgpl,3
knlvzidi,xalimidi,4
czyjkslp,cmyjkspq,5
dzciyhqq,dzciyhzd,6
ffbgaddc,fsognqmq,2
vofjkylb,ibfjxlcb,3
xihtsbpo,kihgsbbb,4
egmmzhhe,egmzmhij,4
eziozxgc,rmibqxtp,2
zzpvcdur,zzcilqhe,2
loowwmpx,yobwwmbx,5
peejlxgc,crejyxtl,3
wdkbddea,wqkbqzra,4
eooxrdge,rbokedtj,2
kyphjwrz,xypuwwnm,3
wokfdcan,joksdcnn,5
bzqgbyga,bzqgoytf,5
knpxzcbb,xapxmcoo,3
ljzqoyck,yrmqoypk,4
ygokbila,ytbxoipn,2
vixpzwvp,ivxczwvp,5
biogblfl,oiogblfu,6
ynjtwdlr,lnjgwqlj,4
bzcfltib,ozcsytro,3
bkrkhalq,okrkualh,5
ejdkvxvc,ejdkvfjx,5
quejbltb,dhrwblxo,2
elmolhvz,elzoyhjm,4
kyajbxud,xyajoxuq,5
vxydkjln,ikydkjla,5
ajskvbtc,ajskvbxl,6
rlbryqgr,eyorydte,2
krhtbbga,xehtobga,5
ktmpfmvq,xtzpferh,3
facrfejd,fncrsijk,4
gswgtpic,gfjtgxrx,1
ziifzuga,miifzugs,6
vrabdbex,vraoqoag,3
ajppbqwb,arcppqwb,5
kfphumbo,xfphhabf,4
vigjfgua,vvtjftlf,3
zhwmaetc,mujmnesp,2
auoieggc,nhovegxk,3
qkyjhzgz,dxlwhmxm,1
gldpmmvq,glqczmrd,3
wwtzccbb,wwtzcpbo,6
dnwdsxdr,qnwdsxzj,5
kryrvaml,xryavaal,5
qulgckjl,qhygpkjt,4
glivtugc,tyvittxx,1
qhfpxcrl,dufckcng,2
esutmxud,rfhtmsuv,3
zhcfyzqd,zhpfyzqx,6
lcdohblc,ycdouoyq,3
lafolreq,lmfbywnd,2
btohvawp,btbhvnwc,5
ynhtvczz,lnugvcnm,3
ublizyhe,holizlie,4
vpsmxayx,icsmkayk,4
iswebiak,iswebink,7
abwosyqp,abjosldc,4
popthpbq,cnclhpod,2
userbtzc,uwrepgzk,2
kvgwvqrd,kvgjvqeh,5
kadjhyxz,knqjhyoz,5
uzlmoygz,hmyzoltr,1
biwrzrlc,bvwrzrcc,6
kjarhggv,xwnrugtv,3
jjosurha,jjoshrja,6
yfxvdhli,ljxvdulv,4
fmfkyqab,smsklzaf,3
jsagvdim,jjagvqev,4
avapfdrv,avapfdav,7
dcpkzqce,qcpxzqbj,4
gmofqmgo,gzofdmfs,4
vcgjtzpg,vctjtmct,4
kddidsab,xddidsab,7
ksadrmum,kfadrnhm,5
kosmsiqn,kofzxrdn,3
kdklraeo,kdxlrnef,5
gihjqhrp,tiujqhec,4
vdavwvqi,vdavwvqv,7
pdarzzie,cdnrmmrj,2
qssqfqtc,qfsqfqxp,5
bkaifbpp,oxaifbpp,6
mjiekfhx,mevetfmt,3
kvercalp,xveedapy,3
phamsnwb,chnzfnwb,4
zuukjxia,mhhkwgin,2
paouuwgr,cmouuwxr,5
gsmhwmun,tfmhjmtn,4
mokglubd,mbxtyiou,1
lkexzugq,llexmigh,4
swwesyrl,swwewynt,5
saejcjue,snejyjhv,4
zhkecsla,zuxmcscn,3
qljolzle,qywbyzle,4
ydhfxlel,ydhfxlet,7
pyaafxgf,pyanfktu,4
gvkkcdpl,gixkpqpg,3
rrdgybia,eeqglbja,3
efuoexvp,efubexrp,6
flkoohkq,flxobhkd,5
eewjzjgq,rewwzjtl,4
rzvayeta,rzinlrka,3
vzfurcdm,izfhekzz,2
zhajtnhz,zhajgndm,5
ciyihlbc,pvyihtbc,5
arfapxei,nrsacsrv,2
slehzqgd,syeummgi,3
rvbhmaud,rvbhmajq,6
aheqklgh,nhrqxyfu,2
ijqjldsb,vwqjlzfs,3
kiepubar,xvrchbne,1
fnaazrvz,fanamrid,3
fydtbhda,syqgbhqn,3
aylwfqem,ayyjsqri,3
gngmrqta,gatmeqtf,4
iugmokld,iugmokcy,6
ffhkkmed,fsuckrri,2
zbginevr,mbgiaewr,5
fuxrzewh,fukedejv,3
fgcoxsuf,fgcokfuf,6
edopxqvh,eqopxqeu,5
mrimfqlr,mrvzfqcr,5
kcymlhhz,kclzyhhm,4
kojcxjlb,xbjcxjcb,5
ugizkfuc,ugimxsup,4
zorjuwua,mbrjuwth,4
wdmfzbgd,wdzfzofi,4
opjzrvzj,bcjzeiaw,2
bkwfjqei,bkjfwzei,5
zolaqxvd,moyadkvk,3
teikvqud,trvxvduk,3
bkhuevwo,oxuurijf,1
vsziezcc,vwmirmoc,3
kvcucvvx,xicucvvk,5
pswjcygq,pwwjcqxh,4
izaabtxq,vmnnotkq,2
hyhkczce,hluxprpj,1
zeeycygz,mrrycygh,4
ptmakdta,cgzakqga,3
mfpfkojp,zfcsxbru,1
nccqzaqp,accqmnmc,3
bvquvyvq,ovduvleu,3
bhsfhcum,ouskhchm,4
ylmychsb,llzlyufo,1
kavvvaub,xnivvask,3
czdkbwyc,czqxbwcl,4
wkogihhf,wkotivuh,4
kzgcamta,xmgpaztn,3
yrnhhbul,lrauubuy,3
fawtsdnp,sawtfqnl,4
aaaitetb,anaigrkb,4
zucccxlh,zupcyxlu,5
wfgdklyr,jstdxlle,2
vgguvgub,vgtuigyb,5
mooggalr,mobggnpj,4
asokbxgq,awokckkk,3
jsmjbfib,jjzjbsis,4
lcacumoq,lpnpheou,2
nshrpohp,nsuepbuy,3
zhwacngd,zhjacngi,6
lanjzhsz,lnnwmhse,4
krmjfall,krzwfapt,4
pzwdzoim,czwqdbee,2
vdyalvkp,vdlalvox,5
kiwmrnbm,kiwmenoi,5
kzxgpjtc,xmklljkl,1
lbwinlhi,ybjvayvv,1
kfidochn,xwvqopun,2
wawjkmmc,jnjjkmmx,4
zahehsbq,znhehsbq,7
kdcfkyul,kdpfxyut,5
ttgaabsp,tggaabsp,7
asqkwxqd,nwdkwxqh,4
gggcctlb,ttgpytyb,3
ylvopnva,ylvbcaea,4
glslpcsl,gyslcpfg,3
bxbhevtb,bkohrvfo,3
btjsaqal,otwsaqnk,4
yccufule,lcpufhlr,4
qkjikkaq,qyjvkxnq,4
rnpxengl,emccrnxg,1
sgwvyehh,sgjvyrhu,5
bhgupqwl,ougupqwl,6
lfeqffgv,ljedsjgv,4
zogwgjar,mbgjgjnj,3
zypekzyx,zycrxzlk,3
piaglxgv,piatyxfv,5
kdpavxhr,xdcavxsj,4
rzoiuhdf,embiuhms,3
gpmazwrp,gcmamwnp,5
zrohzeld,mrbhmryq,2
pydscbyp,plqflopp,2
gaitbcub,tnigbplo,2
zsxrzfdb,mskeqsdb,3
foaczflp,sbapzslk,3
hhbicygb,hubvccgs,4
bhlzperi,bhyzleai,5
fyjqbfex,fljqbfex,7
novprpip,noipecvx,3
rnghvegc,raghvrkx,4
fufuxwur,shfuxwtr,5
kfmmfbum,xszmsbur,3
ikirclge,vkveyykj,1
wbbvtabu,wobvgnbg,4
kygoftqy,kytofgdy,5
bnfrdcub,bnfrqplo,4
qkwkwcge,dkjxwokw,2
geppmohq,grppzozu,4
wcjkngua,jpwxatfa,1
yoyfgqmc,yoysgdrx,4
boatphmz,bontchnz,5
cusovrlz,cusoijym,4
fkcgegfd,skcgetfh,5
yxopynma,yxbcynza,5
vnlkswdq,inykswmd,4
bpqazlgp,bcqndyfy,2
ukwogpqh,uxwbgcdh,4
chszpjrl,phfzywng,2
qsmafhxu,qwmnwhot,3
ydxfdlgv,yqkfdytv,4
ztatdtbv,zgngqtbi,3
wneakphr,wnenkcdr,5
gkkfzkan,txkszxan,4
ndnmocum,ndnmopsm,6
csbivklb,pfbivkps,4
pgpentpq,pgceafpg,4
cicdueaf,pvpdhenf,3
cclldnmb,ccyydnno,4
uctczmxn,uctcqzbn,5
ucczrult,ucpmruyt,5
nchdnhqs,nchqnums,5
crilzcmb,peilzpzo,3
gjiocyor,gevopyor,5
wlkesnsa,jykesnsn,5
yzwmyyun,lzwmyyhn,6
hgshmxyl,utsuzxyk,3
slmakhql,fyzakuqx,3
iiglcidu,iiglpvzt,4
lbhxfsug,youxfwht,2
qtmnmdto,qgzamqko,3
sliisqtt,slvvsqxt,5
qkhiyhte,dluiyusw,2
bjwiqksc,brwidksp,5
wamjtxde,wamjtxqw,6
scmmfqwa,fpmmfqef,4
yzoxvwsz,lmoxvwfe,4
vsofeyhy,vjofelhy,6
kojmtyeb,kowzgyro,3
hkgwoald,ukgwbayl,4
psalafwp,csalaswp,6
iiuluplv,vihyucpi,2
idkyzyoq,vdxydyby,3
zzssfetq,zzfssekq,5
wtrzcrlp,wtrmcrlc,6
phagolop,chngogof,4
vueojcqh,iurbwpdu,1
fvttrkqe,figtexzj,2
zswmwwlq,zswzjwlq,6
xmmzcwmb,xzmzlwao,4
dndanpvz,dnqaaxvr,4
qqvaqigv,qdvnditw,3
ychmuqif,yphmhqes,4
fkgqreac,skgqreap,6
kacfktmd,kncsxgzv,2
nlokabtq,nlbkaoxd,4
alhqhmuv,nludumsv,3
ggbhfwlc,tgbhsjcu,3
lzdvvear,ymdvvjae,4
uqyougoq,hqlbhgoh,3
zaolcvgd,mnolpvgd,5
zipjbcal,zipwbpnt,4
lfoaqpfd,lsoadcfx,4
vrvbegbe,vriovfoj,2
wnkmezlz,jnkmezcq,5
gomlxdne,tbmlkqaj,2
uawukdhz,unwukqyh,4
vrrubult,ierhcslg,2
gscdyqdb,gspdlmzb,4
fdsjzcyq,fqfjzcyd,5
yieukxcu,yveuxkou,4
jsahtbib,wwaugbvb,3
wzzatblb,wmmntoco,2
zpdtowow,mcdtowbw,5
athcvegb,agupvrtb,3
vjlwwydv,veljjlmv,3
hfklpnvz,hjxllaiw,2
btwisstb,ogjissko,3
reywzdhh,rrlwddhg,4
kfhwanib,xwhjnnrs,2
bzziamgo,bzminmgb,5
brmkuqua,bemxhdha,3
bcvovbhp,bcvovodp,6
ecgocgup,rctbcgvp,4
uhsezysc,uhszzlsp,5
voropsdq,ibrbysmq,3
jvpspaxe,jvcfyabi,3
kfsyvulc,kwfyvhlc,5
iswkaswb,vfjkafjf,2
pdogyoun,cdblybhn,3
bblbkfwq,bblbgfwd,6
pogwnhur,cotjahjw,2
wkggfysl,jkggsyfy,4
gdiaeelu,tqinrrli,2
wfhhlwuy,jwhuljuy,4
doucwwdn,qoupwwmn,5
ydsbtqvb,yqfbgdwb,3
quldwehe,duyqjehj,3
uzjekylc,hmwekgcf,2
ylzqghlq,llzqtuyd,3
vssuacgq,isshnoxh,2
pilozmva,cvlbzmwr,3
wfgoehgq,jjgoiitd,2
gohlpady,tohllady,6
llanqtlp,llnadtlq,4
lneqcmgm,yaeqpmgv,4
juofkkhz,whosxkzz,3
fskscavo,fwkspaeo,5
rvwexfgr,rijrgfge,3
uiubzuao,uvhbmuas,4
lzegzmib,lzrgdrvo,3
iheicucr,vhevpubj,3
gsekihvc,gfekiiwz,4
lsbtzulb,ljbgzhcb,4
vcydfxei,icldfkei,5
zpeepntc,zperpnfl,5
vtwujndj,vgjhjnmj,4
uxcajvvk,uxpajiik,5
yuxoqqge,yukoqqxj,5
wbzivwus,womivjjs,4
zitjaxin,zvtwaxrn,5
rnzhgvus,ramugihs,3
potzaciz,cbgzaoem,2
barfcatd,omespnfu,0
qnebmvlp,daebzipy,2
rccckhub,ecppkusb,3
vgckjkdn,vtckikdn,6
sdmkfscc,sdzksscx,5
bwrdjvzr,owedvvme,3
slacrqxa,fdncedos,1
uxaomcdg,ukabmfzg,4
qsvtlwlv,dfitljpv,3
fzitahyq,fzigahdd,5
wuuclggm,whuplggz,5
dbbibzlp,qbbibrpd,4
bohqfdhr,obuqsqgj,1
vrafkhwq,irasxhjh,3
wssactgq,jjfalttk,2
wsiqkxul,wsidxxhl,5
rsxmxxud,rjxzxsuk,4
hbbvhmcr,ubovurbr,3
yedocgcl,ledbpgct,4
zyadfbgr,zyaqsotw,3
ufyykytd,heyyxlfd,3
zdpbvqba,zdcovmba,5
vaibsqqz,inibsdmq,3
pkyfqxjq,cxlsdsjx,1
pjgvepxq,cjgvvpov,4
wufpzqyz,whfpzdpm,4
zuxurwtr,mhkhrwfw,2
jsqbrmvp,wsdbrzvp,5
jibkzeur,jvoxdrtr,2
fkpjadlr,fxcjaqlw,4
wjdifzum,wrqvszvr,2
gzxymcuc,gmkyzpyp,2
dlkctslb,dlkcgfyo,4
awvhkbib,awvukbvb,6
rkolrfdz,rkoyrfdz,7
fzdrchoe,fzdrcubw,5
wsqrfthq,jfqrstlu,3
sjjenmcr,fewzarbj,0
jsdifgun,wsqifgun,6
nvfnzyvr,nisnmlrj,2
ccokhmqp,cpokummp,5
vymivlqe,ilzviyqw,1
gexvcehz,trxiledm,2
msetkvmz,mfegkinm,3
wqgmkidp,jqtmxiqc,3
aoogpqgq,abotyqkq,4
jfypgehi,wwypgehi,6
ddzhzcuo,qdzhzpub,5
wgsujchr,whshjkzw,3
ccpbresl,pqporrft,2
kcpqkald,xpcqgapv,2
bolphgvl,ooychgrg,3
ahcecyxc,nhcrclby,3
fbzwbfqb,fozwbsdb,5
vomaxjha,iomakjvn,4
qfyjklgq,qsywxlti,3
ggpajtdy,ttcnjtqy,3
kyggtqwa,xlggtqwr,5
nnycykdn,nnlclkqn,5
krlrbcdl,xeyropdt,2
mzyluwlq,zmlluwci,3
mxeonpjm,mxeoncwe,5
vkgopzyx,ixgoyzcx,4
upunxqra,upuntmwr,4
